movieId,Titulo,Investimento (em milhoes),Bilheteria (pessoas)
253,Interview with the Vampire: The Vampire Chronicles (1994),10.11582382,5693890.988
254,Jefferson in Paris (1995),6.198473668,6087420.92
255,"Jerky Boys, The (1995)",4.787487769,7761455.412
256,Junior (1994),17.96124109,7172836.46
257,Just Cause (1995),11.48120404,6634568.355
258,"Kid in King Arthur's Court, A (1995)",12.43183316,6055938.334
259,Kiss of Death (1995),12.51987897,4731209.758
260,Star Wars: Episode IV - A New Hope (1977),27.27940532,7732191.771
261,Little Women (1994),9.020039592,4785467.964
262,"Little Princess, A (1995)",18.64522174,9823529.344
263,Ladybird Ladybird (1994),4.846741174,5282833.228
264,"Enfer, L' (1994)",3.804479803,2225966.959
265,Like Water for Chocolate (Como agua para chocolate) (1992),27.3326007,6797343.511
266,Legends of the Fall (1994),36.76769365,11735008.3
267,Major Payne (1995),6.061145647,4698779.427
268,Little Odessa (1994),35.83605621,8792755.859
269,My Crazy Life (Mi vida loca) (1993),4.247385827,7125979.333
270,Love Affair (1994),9.09892015,4851181.273
271,Losing Isaiah (1995),14.25302699,7076470.15
272,"Madness of King George, The (1994)",35.90717927,7694605.226
273,Mary Shelley's Frankenstein (Frankenstein) (1994),5.563511272,6361049.98
274,Man of the House (1995),15.07430761,3752313.71
275,Mixed Nuts (1994),3.824437801,4130654.603
276,Milk Money (1994),15.82071036,6537006.885
277,Miracle on 34th Street (1994),15.4419795,6696857.235
278,Miami Rhapsody (1995),32.05864205,7766897.663
279,My Family (1995),3.696542143,5040112.251
280,Murder in the First (1995),3.857078952,3883060.47
281,Nobody's Fool (1994),10.32472423,6551132.321
282,Nell (1994),6.264529255,6712516.095
283,New Jersey Drive (1995),6.274042328,4043512.797
285,Beyond Bedlam (1993),17.23814496,7831227.219
287,Nina Takes a Lover (1994),11.68223649,4602399.485
288,Natural Born Killers (1994),6.93121987,4747869.433
289,Only You (1994),11.3239746,7554820.031
290,Once Were Warriors (1994),42.48292062,9019134.288
291,Poison Ivy II (1996),14.84896499,8321499.39
292,Outbreak (1995),17.37244623,6198663.973
293,LÌ©on: The Professional (a.k.a. The Professional) (LÌ©on) (1994),7.565983286,5229032.028
294,"Perez Family, The (1995)",37.108925,11498356.93
295,"Pyromaniac's Love Story, A (1995)",4.296970592,4191706.019
296,Pulp Fiction (1994),13.59863269,7476406.697
299,Priest (1994),21.72464946,6148586.161
300,Quiz Show (1994),4.055148732,5018225.64
301,Picture Bride (Bijo photo) (1994),42.72462315,10568212.8
302,"Queen Margot (Reine Margot, La) (1994)",9.930373951,4471849.631
303,"Quick and the Dead, The (1995)",40.31758595,7035144.751
304,Roommates (1995),5.190524355,6784718.001
305,Ready to Wear (Pret-A-Porter) (1994),11.03545792,7056569.606
306,Three Colors: Red (Trois couleurs: Rouge) (1994),14.9676461,6995036.373
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),6.952053154,5776281.111
308,Three Colors: White (Trzy kolory: Bialy) (1994),4.425970469,4788285.121
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",21.71407964,9325789.027
312,Stuart Saves His Family (1995),4.510814532,4305540.466
313,"Swan Princess, The (1994)",45.855208,9480884.298
314,"Secret of Roan Inish, The (1994)",43.03575342,9187283.674
315,"Specialist, The (1994)",31.16126172,10555139.88
316,Stargate (1994),27.72647356,6933079.405
317,"Santa Clause, The (1994)",5.417924723,5451633.367
318,"Shawshank Redemption, The (1994)",35.02571006,8586387.235
319,Shallow Grave (1994),13.68704341,6179308.167
320,Suture (1993),3.591018268,8972400.556
321,Strawberry and Chocolate (Fresa y chocolate) (1993),5.879618707,6501421.428
322,Swimming with Sharks (1995),36.95424381,5589790.023
324,"Sum of Us, The (1994)",40.72457923,7941277.587
325,National Lampoon's Senior Trip (1995),7.5356922,6595501.88
326,To Live (Huozhe) (1994),19.54446442,6865277.645
327,Tank Girl (1995),26.61117108,7891326.105
328,Tales from the Crypt Presents: Demon Knight (1995),44.29490336,8857283.895
329,Star Trek: Generations (1994),5.590590719,5031007.862
330,Tales from the Hood (1995),38.99069269,8292681.048
331,Tom & Viv (1994),19.17232777,6218942.667
332,Village of the Damned (1995),19.58558861,6193919.064
333,Tommy Boy (1995),40.56947472,8505540.998
334,Vanya on 42nd Street (1994),43.13354058,10036520.97
335,Underneath (1995),5.836752626,6147107.467
336,"Walking Dead, The (1995)",23.11247361,8649501.036
337,What's Eating Gilbert Grape (1993),26.11937589,6058961.799
338,Virtuosity (1995),25.66853468,7942048.266
339,While You Were Sleeping (1995),6.889963228,5973836.995
340,"War, The (1994)",27.94139762,9031161.962
341,Double Happiness (1994),42.06133094,8068516.518
342,Muriel's Wedding (1994),4.450373617,4417669.791
343,"Baby-Sitters Club, The (1995)",10.08780109,5191059.13
344,Ace Ventura: Pet Detective (1994),3.927771511,6753781.08
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",34.07603851,9570930.471
346,Backbeat (1993),5.509045528,5926286.324
347,Bitter Moon (1992),28.55555612,7105518.551
348,Bullets Over Broadway (1994),27.34065609,9081031.417
349,Clear and Present Danger (1994),30.66025356,7995738.021
350,"Client, The (1994)",30.75089344,7344145.995
351,"Corrina, Corrina (1994)",6.31699051,4308625.549
352,Crooklyn (1994),23.62936892,8681356.275
353,"Crow, The (1994)",4.177070183,6731136.037
354,Cobb (1994),37.91155011,7980448.196
355,"Flintstones, The (1994)",15.27807966,4965754.898
356,Forrest Gump (1994),26.36272547,6731197.477
357,Four Weddings and a Funeral (1994),28.51332741,9499223.794
358,Higher Learning (1995),6.527135681,5959273.901
360,I Love Trouble (1994),9.003360922,6026385.788
361,It Could Happen to You (1994),4.086417769,6247035.384
362,"Jungle Book, The (1994)",20.9932129,8856699.126
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",11.51115463,6151651.848
364,"Lion King, The (1994)",35.0695348,8382245.264
365,Little Buddha (1993),25.92526759,6936332.241
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",49.04042356,9691174.993
367,"Mask, The (1994)",29.29354102,6820777.37
368,Maverick (1994),15.7210103,6198313.242
369,Mrs. Parker and the Vicious Circle (1994),33.91161905,8988123.484
370,Naked Gun 33 1/3: The Final Insult (1994),5.133865472,7876770.42
371,"Paper, The (1994)",17.43926106,7368415.085
372,Reality Bites (1994),3.533713833,4264559.398
373,Red Rock West (1992),28.82401209,6606571.393
374,Richie Rich (1994),21.0069676,5515607.884
375,Safe Passage (1994),3.720324342,5107828.926
376,"River Wild, The (1994)",7.134777905,7016075.788
377,Speed (1994),3.852251387,4132536.395
378,Speechless (1994),13.32859386,4740176.545
379,Timecop (1994),6.59387846,7391198.655
380,True Lies (1994),31.59279189,6792635.389
381,When a Man Loves a Woman (1994),11.1333096,5281568.851
382,Wolf (1994),6.350189635,4865242.545
383,Wyatt Earp (1994),9.505534163,5856008.934
384,Bad Company (1995),5.910312533,6641355.081
387,"Low Down Dirty Shame, A (1994)",11.93778244,5453036.074
388,Boys Life (1995),3.985212032,5107623.781
389,"Colonel Chabert, Le (1994)",6.063030667,6400566.447
390,Faster Pussycat! Kill! Kill! (1965),33.72422061,8187507.274
391,Jason's Lyric (1994),7.160033876,6673982.794
392,"Secret Adventures of Tom Thumb, The (1993)",40.99759919,9656382.581
393,Street Fighter (1994),7.990063701,5874527.482
401,Mirage (1995),9.102531027,5295608.163
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),9.62325664,5753985.108
407,In the Mouth of Madness (1995),26.69187899,9427096.015
408,8 Seconds (1994),45.4252798,10441626.95
409,Above the Rim (1994),13.41246028,5626901.844
410,Addams Family Values (1993),16.48014072,8188698.971
412,"Age of Innocence, The (1993)",8.673528808,5869976.307
413,Airheads (1994),36.94598328,8231079.844
414,"Air Up There, The (1994)",4.593961274,6494117.366
415,Another Stakeout (1993),39.52056233,10326941.87
416,Bad Girls (1994),7.118236144,7296920.929
417,Barcelona (1994),19.41192111,4881079.037
418,Being Human (1993),7.487133573,7212276.473
419,"Beverly Hillbillies, The (1993)",4.729781445,6517457.351
420,Beverly Hills Cop III (1994),6.134808829,4961819.019
421,Black Beauty (1994),27.02661905,5680785.616
422,Blink (1994),11.10949305,7942661.783
423,Blown Away (1994),5.302268314,6188410.83
424,Blue Chips (1994),11.6138049,7676895.313
425,Blue Sky (1994),15.37982039,6938426.067
426,Body Snatchers (1993),35.35082086,8665135.939
427,Boxing Helena (1993),4.775849429,5826835.861
428,"Bronx Tale, A (1993)",6.452704877,5474902.384
429,Cabin Boy (1994),5.713953883,6958379.796
431,Carlito's Way (1993),15.994968,7474415.638
432,City Slickers II: The Legend of Curly's Gold (1994),30.90014855,7297105.531
433,Clean Slate (1994),9.561150653,5377190.089
434,Cliffhanger (1993),19.39714822,7459666.403
435,Coneheads (1993),3.502484467,6729812.592
436,Color of Night (1994),8.211356797,3669346.278
437,Cops and Robbersons (1994),11.47132132,7086094.043
438,"Cowboy Way, The (1994)",34.71940748,9605015.113
439,Dangerous Game (1993),17.91709766,7385052.011
440,Dave (1993),31.64082626,8455813.347
441,Dazed and Confused (1993),5.511757242,6510876.487
442,Demolition Man (1993),7.579098249,6716875.089
443,"Endless Summer 2, The (1994)",24.94605622,8276531.666
444,Even Cowgirls Get the Blues (1993),7.759894701,4003893.484
445,Fatal Instinct (1993),3.671948303,7014578.799
446,Farewell My Concubine (Ba wang bie ji) (1993),23.5120267,9010618.573
447,"Favor, The (1994)",10.43361484,6486057.908
448,Fearless (1993),19.64769062,7442985.038
449,Fear of a Black Hat (1994),4.531203693,5613807.422
450,With Honors (1994),19.50491667,7620709.601
451,Flesh and Bone (1993),6.487725281,6335947.855
452,Widows' Peak (1994),19.87563824,6866554.969
453,For Love or Money (1993),46.12056717,9566587.05
454,"Firm, The (1993)",4.934200914,5671828.867
455,Free Willy (1993),31.69144373,7450945.785
456,Fresh (1994),3.591701607,6030051.939
457,"Fugitive, The (1993)",14.14467059,3979373.237
458,Geronimo: An American Legend (1993),26.16907684,8254192.221
459,"Getaway, The (1994)",24.8599244,8078579.044
460,Getting Even with Dad (1994),18.54169558,6280304.033
461,Go Fish (1994),24.2469096,7033387.707
463,Guilty as Sin (1993),18.61809793,7359468.585
464,Hard Target (1993),27.56885305,8948009.677
465,Heaven & Earth (1993),17.78668046,8421777.288
466,Hot Shots! Part Deux (1993),6.995725574,5072558.179
467,Live Nude Girls (1995),9.982534614,6520319.046
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",6.473383588,7042116.34
469,"House of the Spirits, The (1993)",21.4964243,6180187.68
470,House Party 3 (1994),19.6678066,5828053.765
471,"Hudsucker Proxy, The (1994)",3.737459232,5620255.61
472,I'll Do Anything (1994),3.885976706,3901011.029
473,In the Army Now (1994),39.72307629,9633292.866
474,In the Line of Fire (1993),16.37000918,6720413.849
475,In the Name of the Father (1993),42.77167237,8437698.065
476,"Inkwell, The (1994)",14.38769151,5262653.296
477,What's Love Got to Do with It? (1993),7.893639289,4796648.596
479,Judgment Night (1993),3.537680196,4961078.838
480,Jurassic Park (1993),5.640228991,4917627.966
481,Kalifornia (1993),22.94337074,5525843.458
482,Killing Zoe (1994),11.34578545,7058067.044
483,King of the Hill (1993),20.88758191,7062574.892
484,Lassie (1994),9.433418179,7307692.177
485,Last Action Hero (1993),25.75555183,8683607.644
486,Life with Mikey (1993),39.62550073,10569587.25
487,Lightning Jack (1994),4.454680378,4139861.183
488,M. Butterfly (1993),7.602352151,3902564.753
489,Made in America (1993),7.378159105,4737359.243
490,Malice (1993),11.40297757,4992293.719
491,"Man Without a Face, The (1993)",40.2830216,9925365.104
492,Manhattan Murder Mystery (1993),3.693424172,5310224.585
493,Menace II Society (1993),5.019412168,6318854.528
494,Executive Decision (1996),27.50065673,7257999.289
495,In the Realm of the Senses (Ai no corrida) (1976),5.091566863,5275019.322
496,What Happened Was... (1994),17.43079654,7825962.508
497,Much Ado About Nothing (1993),19.89233553,8379892.281
498,Mr. Jones (1993),3.779060568,3325273.075
499,Mr. Wonderful (1993),9.356999632,6639798.027
500,Mrs. Doubtfire (1993),39.39016669,8450312.39
501,Naked (1993),21.64906126,8992750.138
502,"Next Karate Kid, The (1994)",8.943238044,5898571.218
504,No Escape (1994),48.98893247,10399539.29
505,North (1994),15.91525784,6213077.301
506,Orlando (1992),11.10272227,5285034.533
507,"Perfect World, A (1993)",6.85738139,5205139.949
508,Philadelphia (1993),9.459316498,8287498.633
509,"Piano, The (1993)",40.11898717,9629861.43
510,Poetic Justice (1993),25.28314611,8221484.85
511,"Program, The (1993)",17.65529733,6267891.536
512,"Puppet Masters, The (1994)",8.807091227,6389412.948
513,Radioland Murders (1994),31.33862717,8041163.263
514,"Ref, The (1994)",12.62544552,5025989.463
515,"Remains of the Day, The (1993)",14.40809327,5752670.865
516,Renaissance Man (1994),4.021196134,6964471.903
517,Rising Sun (1993),47.94825187,10423874.58
518,"Road to Wellville, The (1994)",11.74442917,6360703.667
519,RoboCop 3 (1993),6.753195824,6584885.665
520,Robin Hood: Men in Tights (1993),16.3575612,5472215.611
521,Romeo Is Bleeding (1993),5.939314383,5322470.5
522,Romper Stomper (1992),17.90519001,7675246.28
523,Ruby in Paradise (1993),6.174205872,5080496.239
524,Rudy (1993),40.87722776,9387979.014
526,"Savage Nights (Nuits fauves, Les) (1992)",10.82700746,6650737.062
527,Schindler's List (1993),11.41833706,7826371.034
528,"Scout, The (1994)",16.63510197,7195229.27
529,Searching for Bobby Fischer (1993),8.999939239,8635970.629
531,"Secret Garden, The (1993)",35.20304739,7171000.621
532,Serial Mom (1994),10.19814489,5893310.862
533,"Shadow, The (1994)",22.6006925,5099937.493
534,Shadowlands (1993),30.85137115,6822190.295
535,Short Cuts (1993),3.555097639,5530482.043
536,"Simple Twist of Fate, A (1994)",3.891042509,3813122.389
537,Sirens (1994),3.973652259,3391856.699
538,Six Degrees of Separation (1993),3.651359331,4652588.495
539,Sleepless in Seattle (1993),6.159444682,5538327.655
540,Sliver (1993),12.0106988,4405595.795
541,Blade Runner (1982),49.59090828,9748952.597
542,Son in Law (1993),16.10151156,5705438.832
543,So I Married an Axe Murderer (1993),10.62608147,4884247.772
544,Striking Distance (1993),26.2731213,7120023.267
546,Super Mario Bros. (1993),5.124998581,3143884.263
547,Surviving the Game (1994),3.732310561,4792022.873
548,Terminal Velocity (1994),4.738801016,6790374.187
549,Thirty-Two Short Films About Glenn Gould (1993),15.13106251,6515379.526
550,Threesome (1994),9.498056938,5500344.88
551,"Nightmare Before Christmas, The (1993)",4.11986865,5458617.001
552,"Three Musketeers, The (1993)",4.933398578,4050219.489
553,Tombstone (1993),19.51182573,8417278.748
554,Trial by Jury (1994),11.6309873,7279341.61
555,True Romance (1993),41.49747235,8420140.415
556,"War Room, The (1993)",35.65192592,7307525.522
558,"Pagemaster, The (1994)",6.088571204,5360476.057
559,"Paris, France (1993)",4.017117472,6315465.641
561,Killer (Bulletproof Heart) (1994),42.00365405,10393030.34
562,Welcome to the Dollhouse (1995),10.00243109,7643770.741
563,Germinal (1993),17.40141284,6379474.82
564,Chasers (1994),28.81721367,8846998.145
565,Cronos (1993),13.15128217,6633990.912
567,Kika (1993),6.921549268,6628914.209
568,Bhaji on the Beach (1993),9.075673941,5335140.546
569,Little Big League (1994),6.944760219,4493236.939
571,"Wedding Gift, The (1994)",35.79157293,8317007.675
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",10.5591285,4445234.492
574,Spanking the Monkey (1994),12.74353681,7536670.774
575,"Little Rascals, The (1994)",7.68118657,6385739.66
577,Andre (1994),7.756680528,5325469.806
580,Princess Caraboo (1994),38.9386838,10360004.5
581,"Celluloid Closet, The (1995)",8.005703158,5334175.69
582,MÌ©tisse (CafÌ© au Lait) (1993),30.32847884,8581742.372
585,"Brady Bunch Movie, The (1995)",17.2722955,7652316.566
586,Home Alone (1990),4.991055745,5256823.562
587,Ghost (1990),11.64586472,5759504.105
588,Aladdin (1992),5.392101137,4931015.736
589,Terminator 2: Judgment Day (1991),12.50641094,4675615.782
590,Dances with Wolves (1990),48.47786486,10388959.2
