movieId,Titulo,Documentary,Sci-Fi,Mystery,Horror,Romance,Thriller,Crime,Fantasy,Comedy,Animation,Children,Drama,Adventure,Duracao,Investimento,Bilheteria
25,Leaving Las Vegas (1995),0,0,0,0,1,0,0,0,0,0,0,1,0,83.4847985,9.325240727,4694085.643
26,Othello (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,105.7403901,47.28246139,10867385.4
27,Now and Then (1995),0,0,0,0,0,0,0,0,0,0,1,1,0,120.0101952,4.62758475,6853880.505
28,Persuasion (1995),0,0,0,0,1,0,0,0,0,0,0,1,0,102.4294753,35.98912182,8651589.668
29,"City of Lost Children, The (Cití© des enfants perdus, La) (1995)",0,1,1,0,0,0,0,1,0,0,0,1,1,112.7148971,14.44448624,5980356.545
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),0,0,0,0,0,0,1,0,0,0,0,1,0,136.0226916,16.67544053,7447149.06
31,Dangerous Minds (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,64.91782392,38.18724016,8017317.308
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,1,1,0,0,1,0,0,0,0,0,0,0,148.265861,5.599493131,8573321.37
34,Babe (1995),0,0,0,0,0,0,0,0,0,0,1,1,0,109.3056894,3.572837328,4570979.766
35,Carrington (1995),0,0,0,0,1,0,0,0,0,0,0,1,0,81.70002099,43.57421036,8065119.319
36,Dead Man Walking (1995),0,0,0,0,0,0,1,0,0,0,0,1,0,88.22101625,23.64318411,6042044.781
37,Across the Sea of Time (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,115.892059,9.311471033,6130830.641
38,It Takes Two (1995),0,0,0,0,0,0,0,0,1,0,1,0,0,154.1818054,8.180604086,9833692.03
39,Clueless (1995),0,0,0,0,1,0,0,0,1,0,0,0,0,115.6682317,29.64880244,7980684.744
40,"Cry, the Beloved Country (1995)",0,0,0,0,0,0,0,0,0,0,0,1,0,98.72323623,42.42347077,8647958.298
41,Richard III (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,107.1131427,11.52252745,6215875.824
42,Dead Presidents (1995),0,0,0,0,0,0,1,0,0,0,0,1,0,47.07498855,23.5767292,4792348.702
43,Restoration (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,78.11626148,28.54388229,6064585.462
44,Mortal Kombat (1995),0,0,0,0,0,0,0,1,0,0,0,0,1,115.7214525,7.819135558,5725488.168
45,To Die For (1995),0,0,0,0,0,1,0,0,1,0,0,1,0,96.25942686,22.0413587,4939695.913
46,How to Make an American Quilt (1995),0,0,0,0,1,0,0,0,0,0,0,1,0,103.1011733,11.03688918,5279266.755
47,Seven (a.k.a. Se7en) (1995),0,0,1,0,0,1,0,0,0,0,0,0,0,108.2899815,3.639552171,5286126.572
48,Pocahontas (1995),0,0,0,0,1,0,0,0,0,1,1,1,0,96.71925461,15.8071866,5509707.624
49,When Night Is Falling (1995),0,0,0,0,1,0,0,0,0,0,0,1,0,106.8842495,34.16363493,9435988.366
50,"Usual Suspects, The (1995)",0,0,1,0,0,1,1,0,0,0,0,0,0,122.6476292,7.182393315,5761716.616
52,Mighty Aphrodite (1995),0,0,0,0,1,0,0,0,1,0,0,1,0,114.5320283,3.541599584,5800302.196
53,Lamerica (1994),0,0,0,0,0,0,0,0,0,0,0,1,1,92.58793183,8.444157319,5085421.399
54,"Big Green, The (1995)",0,0,0,0,0,0,0,0,1,0,1,0,0,140.8575773,4.055122935,6168414.335
55,Georgia (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,114.6791698,46.49047978,8016174.668
57,Home for the Holidays (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,115.4826799,46.0554171,9503718.309
58,"Postman, The (Postino, Il) (1994)",0,0,0,0,1,0,0,0,1,0,0,1,0,123.3011441,5.751063202,5992914.093
59,"Confessional, The (Confessionnal, Le) (1995)",0,0,1,0,0,0,0,0,0,0,0,1,0,114.1998379,41.50393584,9600634.768
60,"Indian in the Cupboard, The (1995)",0,0,0,0,0,0,0,1,0,0,1,0,1,121.7935518,4.87805872,5851257.603
61,Eye for an Eye (1996),0,0,0,0,0,1,0,0,0,0,0,1,0,119.1094223,7.538458505,5750255.419
62,Mr. Holland's Opus (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,122.5387084,49.0632668,10945483.93
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),0,0,0,0,0,0,1,0,1,0,0,0,0,137.3069748,5.821575136,5527762.871
64,Two if by Sea (1996),0,0,0,0,1,0,0,0,1,0,0,0,0,134.0911419,3.973265842,5709798.411
65,Bio-Dome (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,122.9215782,7.978730132,6259504.468
66,Lawnmower Man 2: Beyond Cyberspace (1996),0,1,0,0,0,1,0,0,0,0,0,0,0,115.4157767,3.545169445,6297811.863
68,French Twist (Gazon maudit) (1995),0,0,0,0,1,0,0,0,1,0,0,0,0,108.2441344,6.788251058,5615399.158
69,Friday (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,113.3968176,8.257084185,6081295.08
70,From Dusk Till Dawn (1996),0,0,0,1,0,1,0,0,1,0,0,0,0,104.2954133,6.845515942,5205746.814
71,Fair Game (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,85.86748999,7.595271225,4725049.26
72,Kicking and Screaming (1995),0,0,0,0,0,0,0,0,1,0,0,1,0,136.4721247,47.57217745,10357523.51
73,"Misí©rables, Les (1995)",0,0,0,0,0,0,0,0,0,0,0,1,0,174.0312643,40.36367729,13041376.69
74,Bed of Roses (1996),0,0,0,0,1,0,0,0,0,0,0,1,0,119.7042901,7.076270451,6488501.422
76,Screamers (1995),0,1,0,0,0,1,0,0,0,0,0,0,0,99.224722,35.65493395,7510999.212
77,Nico Icon (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,118.4799167,28.94044786,9523002.633
78,"Crossing Guard, The (1995)",0,0,0,0,0,1,1,0,0,0,0,1,0,133.5354493,30.68325163,10259330.67
79,"Juror, The (1996)",0,0,0,0,0,1,0,0,0,0,0,1,0,98.97355321,4.256262376,4595209.625
80,"White Balloon, The (Badkonake sefid) (1995)",0,0,0,0,0,0,0,0,0,0,1,1,0,130.3283581,6.675647168,7024717.144
81,Things to Do in Denver When You're Dead (1995),0,0,0,0,1,0,1,0,0,0,0,1,0,132.0343023,13.48460181,6770254.013
82,Antonia's Line (Antonia) (1995),0,0,0,0,0,0,0,0,1,0,0,1,0,108.3202973,13.49823332,5197166.295
83,Once Upon a Time... When We Were Colored (1995),0,0,0,0,1,0,0,0,0,0,0,1,0,97.94891447,3.917706803,4801324.37
84,Last Summer in the Hamptons (1995),0,0,0,0,0,0,0,0,1,0,0,1,0,90.12660444,15.88178439,5794848.428
85,Angels and Insects (1995),0,0,0,0,1,0,0,0,0,0,0,1,0,123.0101634,10.77173868,7813367.391
86,White Squall (1996),0,0,0,0,0,0,0,0,0,0,0,1,1,144.6615336,4.487211463,6705911.601
87,Dunston Checks In (1996),0,0,0,0,0,0,0,0,1,0,1,0,0,106.5846551,8.128287508,5408901.417
88,Black Sheep (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,115.5897986,9.019935933,5977150.32
89,Nick of Time (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,130.548345,4.280845734,6467603.377
92,Mary Reilly (1996),0,0,0,1,0,1,0,0,0,0,0,1,0,102.9308472,45.9441738,10922350.28
93,Vampire in Brooklyn (1995),0,0,0,1,1,0,0,0,1,0,0,0,0,78.98459056,5.377873042,3639361.119
94,Beautiful Girls (1996),0,0,0,0,1,0,0,0,1,0,0,1,0,130.174437,26.71637426,7984598.064
95,Broken Arrow (1996),0,0,0,0,0,1,0,0,0,0,0,0,1,119.7279351,3.750584747,6238736.801
96,In the Bleak Midwinter (1995),0,0,0,0,0,0,0,0,1,0,0,1,0,96.31390138,11.55269928,6632645.888
97,"Hate (Haine, La) (1995)",0,0,0,0,0,0,1,0,0,0,0,1,0,105.8326011,6.284822565,5336087.16
98,Shopping (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,90.99572645,7.928190029,5123843.672
99,Heidi Fleiss: Hollywood Madam (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,117.3767286,5.154986835,7461658.117
100,City Hall (1996),0,0,0,0,0,1,0,0,0,0,0,1,0,82.13519175,13.26904919,4372980.297
101,Bottle Rocket (1996),0,0,0,0,1,0,1,0,1,0,0,0,1,104.2808562,3.79863601,4617431.832
102,Mr. Wrong (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,101.2350533,5.500988232,4906499.13
103,Unforgettable (1996),0,1,1,0,0,1,0,0,0,0,0,0,0,100.2010485,11.85490351,6154695.786
104,Happy Gilmore (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,80.02879222,19.02392858,4768411.078
105,"Bridges of Madison County, The (1995)",0,0,0,0,1,0,0,0,0,0,0,1,0,79.87015991,15.12601504,5860633.339
107,Muppet Treasure Island (1996),0,0,0,0,0,0,0,0,1,0,1,0,1,92.02113945,10.61543562,5381466.562
108,Catwalk (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,114.2099752,6.5077028,5733674.808
110,Braveheart (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,117.4587133,12.56952599,7238527.81
111,Taxi Driver (1976),0,0,0,0,0,1,1,0,0,0,0,1,0,97.21798706,24.00945956,7387930.88
112,Rumble in the Bronx (Hont faan kui) (1995),0,0,0,0,0,0,1,0,1,0,0,0,1,89.12255767,39.84157424,9000039.637
113,Before and After (1996),0,0,1,0,0,0,0,0,0,0,0,1,0,86.47773173,6.14484063,4731495.448
114,Margaret's Museum (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,85.91531519,27.10091649,6599091.391
116,Anne Frank Remembered (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,89.27698962,4.914731184,4535825.722
117,"Young Poisoner's Handbook, The (1995)",0,0,0,0,0,0,1,0,0,0,0,1,0,105.2261555,28.39427697,8547925.422
118,If Lucy Fell (1996),0,0,0,0,1,0,0,0,1,0,0,0,0,79.77929735,5.594715374,4953066.528
119,"Steal Big, Steal Little (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,66.52792544,23.28067922,6015052.213
121,"Boys of St. Vincent, The (1992)",0,0,0,0,0,0,0,0,0,0,0,1,0,113.7079285,9.511147437,6869135.061
122,Boomerang (1992),0,0,0,0,1,0,0,0,1,0,0,0,0,93.49259527,24.19835594,7034123.95
123,Chungking Express (Chung Hing sam lam) (1994),0,0,1,0,1,0,0,0,0,0,0,1,0,85.78976853,48.57679951,8478053.389
124,"Star Maker, The (Uomo delle stelle, L') (1995)",0,0,0,0,0,0,0,0,0,0,0,1,0,94.94305027,3.847928648,4709834.552
125,Flirting With Disaster (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,121.4037374,4.603428151,6043376.418
126,"NeverEnding Story III, The (1994)",0,0,0,0,0,0,0,1,0,0,1,0,1,126.1572718,9.566730379,6394275.606
129,Pie in the Sky (1996),0,0,0,0,1,0,0,0,1,0,0,0,0,98.88564832,28.46802697,7309182.898
130,Angela (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,140.2784433,17.20493978,7593433.027
131,Frankie Starlight (1995),0,0,0,0,1,0,0,0,0,0,0,1,0,89.16017157,44.57267369,8483616.211
132,Jade (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,125.0708329,12.93153936,6372419.351
135,Down Periscope (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,80.51457947,13.19881565,5042345.546
137,Man of the Year (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,137.7450005,13.679203,9285038.207
140,Up Close and Personal (1996),0,0,0,0,1,0,0,0,0,0,0,1,0,109.260932,20.52885067,7005200.87
141,"Birdcage, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,155.706343,3.569660334,6365586.261
144,"Brothers McMullen, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,120.0934519,6.218001589,7177113.997
145,Bad Boys (1995),0,0,0,0,0,1,1,0,1,0,0,1,0,126.3038135,6.322742827,6494470.19
146,"Amazing Panda Adventure, The (1995)",0,0,0,0,0,0,0,0,0,0,1,0,1,87.12599518,3.734072955,4225030.687
147,"Basketball Diaries, The (1995)",0,0,0,0,0,0,0,0,0,0,0,1,0,87.40815823,23.07719435,5938203.922
148,"Awfully Big Adventure, An (1995)",0,0,0,0,0,0,0,0,0,0,0,1,0,125.0732823,5.014972986,6437544.479
149,Amateur (1994),0,0,0,0,0,1,1,0,0,0,0,1,0,92.43064227,30.71487796,7287166.513
150,Apollo 13 (1995),0,0,0,0,0,0,0,0,0,0,0,1,1,130.0632936,18.51142398,6777716.079
151,Rob Roy (1995),0,0,0,0,1,0,0,0,0,0,0,1,0,122.6018249,32.65211322,8747419.544
152,"Addiction, The (1995)",0,0,0,1,0,0,0,0,0,0,0,1,0,115.0867019,27.21101322,7974836.454
153,Batman Forever (1995),0,0,0,0,0,0,1,0,1,0,0,0,1,161.6187703,25.18381447,8683491.412
154,Beauty of the Day (Belle de jour) (1967),0,0,0,0,0,0,0,0,0,0,0,1,0,91.23441292,17.70388027,5711985.22
155,Beyond Rangoon (1995),0,0,0,0,0,0,0,0,0,0,0,1,1,100.1744266,38.33991421,7802958.688
156,Blue in the Face (1995),0,0,0,0,0,0,0,0,1,0,0,1,0,120.538353,46.97671379,11270792.51
157,Canadian Bacon (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,84.99307534,18.18779165,6102953.837
158,Casper (1995),0,0,0,0,0,0,0,0,0,0,1,0,1,135.3626471,9.573417338,7297823.399
159,Clockers (1995),0,0,1,0,0,0,1,0,0,0,0,1,0,116.8550297,4.463260313,5070665.085
160,Congo (1995),0,1,1,0,0,0,0,0,0,0,0,0,1,113.6405635,4.669093186,6079051.342
161,Crimson Tide (1995),0,0,0,0,0,1,0,0,0,0,0,1,0,103.3293199,25.91870129,6606086.565
162,Crumb (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,73.11766451,30.11838843,6078261.98
163,Desperado (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,112.6867734,9.584773652,5793759.345
164,Devil in a Blue Dress (1995),0,0,1,0,0,1,1,0,0,0,0,0,0,118.2596558,25.25092119,8040684.746
165,Die Hard: With a Vengeance (1995),0,0,0,0,0,1,1,0,0,0,0,0,0,116.8314165,8.914050224,5974314.304
166,"Doom Generation, The (1995)",0,0,0,0,0,0,1,0,1,0,0,1,0,88.38628559,29.7715764,5763665.235
167,Feast of July (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,129.438339,9.245455494,6762833.193
168,First Knight (1995),0,0,0,0,1,0,0,0,0,0,0,1,0,146.9561647,4.984338734,8163048.991
169,Free Willy 2: The Adventure Home (1995),0,0,0,0,0,0,0,0,0,0,1,1,1,81.78195296,6.419976933,4562560.102
170,Hackers (1995),0,0,0,0,0,1,1,0,0,0,0,0,1,134.9074508,4.05112364,7588377.206
171,Jeffrey (1995),0,0,0,0,0,0,0,0,1,0,0,1,0,129.8919498,3.663858462,6103736.559
172,Johnny Mnemonic (1995),0,1,0,0,0,1,0,0,0,0,0,0,0,135.62574,36.17954294,10060569.92
173,Judge Dredd (1995),0,1,0,0,0,0,1,0,0,0,0,0,0,97.45370477,23.1446518,5634111.432
174,Jury Duty (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,90.49543966,9.098920125,5303029.087
175,Kids (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,85.18236075,27.1526074,6406761.626
176,Living in Oblivion (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,93.92125672,8.208938956,5651500.989
177,Lord of Illusions (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,113.1490081,8.35914882,6490013.839
178,Love & Human Remains (1993),0,0,0,0,0,0,0,0,1,0,0,1,0,85.29895991,27.14888822,6197984.292
179,Mad Love (1995),0,0,0,0,1,0,0,0,0,0,0,1,0,86.27118732,28.53803419,7121109.72
180,Mallrats (1995),0,0,0,0,1,0,0,0,1,0,0,0,0,90.3116893,19.70995318,5525836.127
181,Mighty Morphin Power Rangers: The Movie (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,135.4198004,48.28023919,9880399.484
183,Mute Witness (1994),0,0,0,1,0,1,0,0,1,0,0,0,0,155.3308646,12.02008117,9703507.995
184,Nadja (1994),0,0,0,0,0,0,0,0,0,0,0,1,0,127.6522788,41.37887802,10150153.16
185,"Net, The (1995)",0,0,0,0,0,1,1,0,0,0,0,0,0,97.38838374,13.27268852,6129357.05
186,Nine Months (1995),0,0,0,0,1,0,0,0,1,0,0,0,0,155.9153546,16.57524887,8762840.347
187,Party Girl (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,122.2784592,10.14725559,6615733.576
188,"Prophecy, The (1995)",0,0,1,1,0,0,0,1,0,0,0,0,0,117.5072998,32.70187422,6907229.541
189,Reckless (1995),0,0,0,0,0,0,0,1,1,0,0,0,0,93.15278568,30.61940472,7735131.646
190,Safe (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,109.556441,17.28100204,7346781.113
191,"Scarlet Letter, The (1995)",0,0,0,0,1,0,0,0,0,0,0,1,0,107.0980836,29.37479442,6359612.466
193,Showgirls (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,96.82579676,28.06949591,7032297.233
194,Smoke (1995),0,0,0,0,0,0,0,0,1,0,0,1,0,127.6179941,7.006308943,6342075.104
195,Something to Talk About (1995),0,0,0,0,1,0,0,0,1,0,0,1,0,122.6402068,5.023913808,7250578.071
196,Species (1995),0,1,0,1,0,0,0,0,0,0,0,0,0,104.2770803,29.83193127,6821140.244
198,Strange Days (1995),0,1,1,0,0,1,1,0,0,0,0,1,0,163.136031,8.020835151,8150382.317
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",0,0,0,0,1,0,0,0,0,0,0,1,0,96.25379845,7.627023127,4610129.056
200,"Tie That Binds, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,154.951554,14.35826864,7567614.664
201,Three Wishes (1995),0,0,0,0,0,0,0,1,0,0,0,1,0,89.34890226,25.78693528,7541113.221
202,Total Eclipse (1995),0,0,0,0,1,0,0,0,0,0,0,1,0,143.7522677,9.76706189,7623776.798
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,117.2520834,26.42482509,5693971.332
204,Under Siege 2: Dark Territory (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,104.1645473,9.948458448,5767494.947
205,Unstrung Heroes (1995),0,0,0,0,0,0,0,0,1,0,0,1,0,155.045663,47.21533125,11794218.66
206,Unzipped (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,92.38586478,10.1606555,4279124.669
207,"Walk in the Clouds, A (1995)",0,0,0,0,1,0,0,0,0,0,0,1,0,142.1220682,8.632219667,7268216.733
208,Waterworld (1995),0,1,0,0,0,0,0,0,0,0,0,0,1,62.76926509,13.50381964,4693133.192
209,White Man's Burden (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,114.5279956,7.459947922,6188838.096
211,"Browning Version, The (1994)",0,0,0,0,0,0,0,0,0,0,0,1,0,98.50669137,6.44784098,4969679.496
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),0,0,0,0,0,0,0,0,0,0,0,1,0,123.5154471,4.740953461,6170577.998
214,Before the Rain (Pred dozhdot) (1994),0,0,0,0,0,0,0,0,0,0,0,1,0,122.6519013,21.33097911,8302884.221
215,Before Sunrise (1995),0,0,0,0,1,0,0,0,0,0,0,1,0,124.0013227,6.060376661,5830871.672
216,Billy Madison (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,109.305198,9.598504724,5976671.798
217,"Babysitter, The (1995)",0,0,0,0,0,1,0,0,0,0,0,1,0,95.9818327,30.05488741,7142010.591
218,Boys on the Side (1995),0,0,0,0,0,0,0,0,1,0,0,1,0,128.1100369,7.343019256,6572576.986
219,"Cure, The (1995)",0,0,0,0,0,0,0,0,0,0,0,1,0,122.0259683,17.51661644,7466746.382
220,Castle Freak (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,68.2291413,17.38761472,4917801.704
222,Circle of Friends (1995),0,0,0,0,1,0,0,0,0,0,0,1,0,116.9964476,7.556329254,6887973.972
223,Clerks (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,102.0307373,5.453725473,5177437.54
224,Don Juan DeMarco (1995),0,0,0,0,1,0,0,0,1,0,0,1,0,85.65421193,38.87607622,8083805.653
225,Disclosure (1994),0,0,0,0,0,1,0,0,0,0,0,1,0,100.4026633,25.63231999,7441079.189
227,Drop Zone (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,121.4054616,17.04076785,8082979.678
228,Destiny Turns on the Radio (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,76.64600763,46.73939746,7747283.303
229,Death and the Maiden (1994),0,0,0,0,0,1,0,0,0,0,0,1,0,123.1248827,4.790276594,6604474.635
230,Dolores Claiborne (1995),0,0,0,0,0,1,0,0,0,0,0,1,0,98.53679285,19.97902451,6084256.23
231,Dumb & Dumber (Dumb and Dumber) (1994),0,0,0,0,0,0,0,0,1,0,0,0,1,100.338226,15.42459365,6896240.08
232,Eat Drink Man Woman (Yin shi nan nu) (1994),0,0,0,0,1,0,0,0,1,0,0,1,0,81.23993792,3.862996848,3990692.663
233,Exotica (1994),0,0,0,0,0,0,0,0,0,0,0,1,0,130.8718589,4.175153457,5073300.196
234,Exit to Eden (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,130.7616041,12.14506695,7386464.43
235,Ed Wood (1994),0,0,0,0,0,0,0,0,1,0,0,1,0,134.6359765,28.93602859,8544343.723
236,French Kiss (1995),0,0,0,0,1,0,0,0,1,0,0,0,0,121.0651029,47.88246866,11324119.41
237,Forget Paris (1995),0,0,0,0,1,0,0,0,1,0,0,0,0,102.1561088,12.2486595,6421143.407
238,Far From Home: The Adventures of Yellow Dog (1995),0,0,0,0,0,0,0,0,0,0,1,0,1,103.8277225,11.65762118,5198307.345
239,"Goofy Movie, A (1995)",0,0,0,0,1,0,0,0,1,1,1,0,0,111.4198616,6.434171287,6418196.756
240,Hideaway (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,91.2253644,26.31253855,6660858.806
241,Fluke (1995),0,0,0,0,0,0,0,0,0,0,1,1,0,93.39217784,4.360498822,5372786.94
242,Farinelli: il castrato (1994),0,0,0,0,0,0,0,0,0,0,0,1,0,122.0297458,7.839154562,7467100.193
243,Gordy (1995),0,0,0,0,0,0,0,1,1,0,1,0,0,155.1471989,10.43301625,8318277.207
244,Gumby: The Movie (1995),0,0,0,0,0,0,0,0,0,1,1,0,0,145.1294785,9.658298459,7637681.495
245,The Glass Shield (1994),0,0,0,0,0,0,1,0,0,0,0,1,0,89.06982971,42.03740304,8009868.745
246,Hoop Dreams (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,66.58024684,21.08795613,5616500.483
247,Heavenly Creatures (1994),0,0,0,0,0,0,1,0,0,0,0,1,0,119.1714329,7.343522632,5991262.287
248,Houseguest (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,103.1152298,19.29606011,5613383.127
249,Immortal Beloved (1994),0,0,0,0,1,0,0,0,0,0,0,1,0,91.67956265,4.878771226,4146579.849
250,Heavyweights (Heavy Weights) (1995),0,0,0,0,0,0,0,0,1,0,1,0,0,105.2777257,5.444531835,5764042.678
251,"Hunted, The (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,117.1388527,4.742219081,5402271.542
252,I.Q. (1994),0,0,0,0,1,0,0,0,1,0,0,0,0,88.64568535,39.36153429,8073251.222
253,Interview with the Vampire: The Vampire Chronicles (1994),0,0,0,1,0,0,0,0,0,0,0,1,0,116.8074868,10.11582382,5693890.988
254,Jefferson in Paris (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,106.6888672,6.198473668,6087420.92
255,"Jerky Boys, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,141.5556955,4.787487769,7761455.412
256,Junior (1994),0,1,0,0,0,0,0,0,1,0,0,0,0,108.1655495,17.96124109,7172836.46
257,Just Cause (1995),0,0,1,0,0,1,0,0,0,0,0,0,0,125.5226887,11.48120404,6634568.355
258,"Kid in King Arthur's Court, A (1995)",0,0,0,0,1,0,0,1,1,0,1,0,1,119.9913804,12.43183316,6055938.334
259,Kiss of Death (1995),0,0,0,0,0,1,1,0,0,0,0,1,0,79.10052284,12.51987897,4731209.758
260,Star Wars: Episode IV - A New Hope (1977),0,1,0,0,0,0,0,0,0,0,0,0,1,114.9703482,27.27940532,7732191.771
261,Little Women (1994),0,0,0,0,0,0,0,0,0,0,0,1,0,94.59186119,9.020039592,4785467.964
262,"Little Princess, A (1995)",0,0,0,0,0,0,0,0,0,0,1,1,0,139.542334,18.64522174,9823529.344
